Player_Name,Nation,Position,Club,Age,Born,Matches_Played,Starts,Minutes_Played,Ninety_Mins_Played,Golas,Assists,Goals_Assists,Non_Penalty_Goals,Penalty_Made,Penalty_Attempted,Yellow_Card,Red_Card,Expected_Goals,Non_Penalty_Expected_Goals,Expected_Assists,Non_Penalty_Expected_Goals_Assits,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_90,Assists_90,Goals_Assists_90,Non_Penalty_Goals_90,Non_Penalty_Goals_Assists_90,Expected_Goals_90,Expected_Assists_90,Expected_Goals_Assists_90,Non_Penalty_Expected_Goals_90,Non_penalty_Expected_Goals_Assists_90
Iman Griffith,NED,"FW,MF",Fortuna Sittard,21,2001,12,2,245,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,10,5,18,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Axel Guessand,FRA,DF,Volendam,18,2004,2,1,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rodrigo Guth,BRA,DF,Fortuna Sittard,22,2000,32,32,2814,31.3,3,2,5,3,0,0,8,1,2.0,2.0,1.4,3.4,26,91,16,0.10,0.06,0.16,0.10,0.16,0.06,0.05,0.11,0.06,0.11
Jonathan de Guzmán,NED,MF,Sparta R'dam,35,1987,31,25,1927,21.4,1,2,3,1,0,0,6,0,1.3,1.3,2.4,3.7,30,128,18,0.05,0.09,0.14,0.05,0.14,0.06,0.11,0.17,0.06,0.17
Milan de Haan,NED,MF,Volendam,19,2003,27,26,2172,24.1,3,0,3,3,0,0,3,0,2.9,2.9,0.5,3.3,16,45,37,0.12,0.00,0.12,0.12,0.12,0.12,0.02,0.14,0.12,0.14
Jesse van de Haar,NED,FW,Utrecht,18,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Anis Hadj Moussa,ALG,FW,Vitesse,21,2002,14,9,850,9.4,1,2,3,1,0,0,3,0,2.2,2.2,2.4,4.7,62,45,108,0.11,0.21,0.32,0.11,0.32,0.24,0.26,0.49,0.24,0.49
Alen Halilović,CRO,"MF,FW",Fortuna Sittard,27,1996,31,25,2096,23.3,4,2,6,3,1,2,1,0,5.7,4.2,3.4,7.6,39,108,69,0.17,0.09,0.26,0.13,0.21,0.25,0.15,0.39,0.18,0.33
Denzel Hall,NED,DF,Heerenveen,22,2001,11,4,410,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,15,7,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Saïd Hamulic,BIH,FW,Vitesse,22,2000,13,8,714,7.9,0,1,1,0,0,0,2,0,1.2,1.2,0.5,1.7,8,6,25,0.00,0.13,0.13,0.00,0.13,0.15,0.06,0.21,0.15,0.21
Dávid Hancko,SVK,DF,Feyenoord,25,1997,34,34,3034,33.7,5,2,7,4,1,1,2,0,5.6,4.5,3.8,8.4,91,272,65,0.15,0.06,0.21,0.12,0.18,0.17,0.11,0.28,0.13,0.25
Tim Handwerker,GER,"FW,DF",Utrecht,25,1998,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kornelius Hansen,NOR,FW,Almere City,22,2001,26,17,1385,15.4,4,1,5,4,0,0,2,0,4.0,4.0,1.8,5.8,47,41,131,0.26,0.06,0.32,0.26,0.32,0.26,0.12,0.38,0.26,0.38
Sontje Hansen,NED,FW,NEC Nijmegen,21,2002,33,25,1910,21.2,6,4,10,6,0,0,3,0,3.7,3.7,4.4,8.2,88,42,190,0.28,0.19,0.47,0.28,0.47,0.18,0.21,0.38,0.18,0.38
Emil Hansson,SWE,"FW,MF",Heracles Almelo,25,1998,24,24,1885,20.9,5,6,11,3,2,3,2,0,3.8,1.5,3.1,4.6,119,69,152,0.24,0.29,0.53,0.14,0.43,0.18,0.15,0.33,0.07,0.22
Lennard Hartjes,NED,MF,Excelsior,20,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Quilindschy Hartman,NED,DF,Feyenoord,21,2001,26,26,2070,23.0,0,5,5,0,0,0,3,0,1.4,1.4,5.5,6.9,45,152,116,0.00,0.22,0.22,0.00,0.22,0.06,0.24,0.30,0.06,0.30
Jorrel Hato,NED,DF,Ajax,17,2006,33,33,2961,32.9,1,2,3,1,0,0,5,0,1.0,1.0,1.3,2.3,39,156,32,0.03,0.06,0.09,0.03,0.09,0.03,0.04,0.07,0.03,0.07
Pantelis Hatzidiakos,GRE,DF,AZ Alkmaar,26,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,2,10,2,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.20,0.04,0.20
Mike Hauptmeijer,NED,GK,Zwolle,26,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Thom Haye,IDN,MF,Heerenveen,28,1995,32,29,2610,29.0,4,4,8,1,3,4,4,1,4.6,1.4,3.2,4.6,50,241,45,0.14,0.14,0.28,0.03,0.17,0.16,0.11,0.27,0.05,0.16
Nazjir Held,CUW,DF,Utrecht,17,2005,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jordan Henderson,ENG,MF,Ajax,33,1990,9,9,750,8.3,0,3,3,0,0,0,0,0,0.2,0.2,1.9,2.1,11,70,20,0.00,0.36,0.36,0.00,0.36,0.02,0.23,0.25,0.02,0.25
Ramon Hendriks,NED,DF,Vitesse,22,2001,31,29,2645,29.4,0,0,0,0,0,0,7,0,0.2,0.2,0.6,0.8,26,102,15,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Tom Hendriks,NED,GK,Fortuna Sittard,21,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sjors Hermsen,EMT,"FW,MF",Fortuna Sittard,-1,unknown,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mees Hilgers,NED,DF,Twente,22,2001,28,27,2190,24.3,0,0,0,0,0,0,5,1,0.6,0.6,0.3,0.9,37,106,12,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Bart van Hintum,NED,DF,Zwolle,36,1987,3,2,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,3,22,4,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00,0.24
Mees Hoedemakers,NED,MF,NEC Nijmegen,25,1998,30,23,1949,21.7,1,7,8,1,0,0,2,1,1.5,1.5,2.1,3.6,23,130,43,0.05,0.32,0.37,0.05,0.37,0.07,0.10,0.17,0.07,0.17
Quincy Hoeve,BOE,"FW,MF",Volendam,20,2003,17,0,355,3.9,0,1,1,0,0,0,3,0,1.1,1.1,0.8,1.9,1,1,18,0.00,0.25,0.25,0.00,0.25,0.28,0.20,0.48,0.28,0.48
Justin Hoogma,NED,DF,Heracles Almelo,25,1998,30,30,2584,28.7,2,2,4,2,0,0,6,1,1.0,1.0,1.1,2.0,59,164,5,0.07,0.07,0.14,0.07,0.14,0.03,0.04,0.07,0.03,0.07
Siebe Horemans,BEL,DF,Excelsior,25,1998,34,34,3025,33.6,3,4,7,3,0,0,5,1,2.0,2.0,4.0,6.0,46,100,91,0.09,0.12,0.21,0.09,0.21,0.06,0.12,0.18,0.06,0.18
Jizz Hornkamp,NED,FW,Heracles Almelo,25,1998,17,15,1287,14.3,10,2,12,7,3,3,2,0,7.8,5.4,1.3,6.8,9,28,49,0.70,0.14,0.84,0.49,0.63,0.55,0.09,0.64,0.38,0.47
Jeroen Houwen,NED,GK,RKC Waalwijk,27,1996,4,3,322,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Ajdin Hrustic,AUS,"MF,FW",Heracles Almelo,27,1996,14,14,1165,12.9,1,0,1,1,0,0,3,0,1.1,1.1,1.7,2.8,21,62,33,0.08,0.00,0.08,0.08,0.08,0.08,0.13,0.22,0.08,0.22
Dean Huiberts,NED,"MF,DF",Zwolle,23,2000,5,1,113,1.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,1,4,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.51,0.51,0.51
Daan Huisman,NED,FW,Vitesse,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Younes Taha El Idrissi,MAR,"FW,MF",Twente,-1,unknown,20,2,468,5.2,3,1,4,3,0,0,2,0,1.9,1.9,2.8,4.8,32,20,82,0.58,0.19,0.77,0.58,0.77,0.37,0.54,0.91,0.37,0.91
Zidane Iqbal,IRQ,"MF,DF",Utrecht,20,2003,17,4,513,5.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,19,56,15,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Nicolas Isimat-Mirin,FRA,DF,Vitesse,31,1991,27,24,2176,24.2,1,1,2,1,0,0,3,1,0.3,0.3,1.4,1.7,11,79,4,0.04,0.04,0.08,0.04,0.08,0.01,0.06,0.07,0.01,0.07
Amir Ismaïl,NED,FW,Heerenveen,18,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luka Ivanušec,CRO,FW,Feyenoord,24,1998,24,14,1159,12.9,3,5,8,3,0,0,0,0,3.1,3.1,6.3,9.5,55,74,178,0.23,0.39,0.62,0.23,0.62,0.24,0.49,0.74,0.24,0.74
Joey Jacobs,NED,DF,Almere City,23,2000,27,23,1963,21.8,2,0,2,2,0,0,7,0,1.9,1.9,0.5,2.4,13,102,9,0.09,0.00,0.09,0.09,0.09,0.09,0.02,0.11,0.09,0.11
Alireza Jahanbakhsh,IRN,"FW,MF",Feyenoord,29,1993,16,3,459,5.1,0,2,2,0,0,0,1,0,1.3,1.3,1.9,3.2,20,34,91,0.00,0.39,0.39,0.00,0.39,0.26,0.37,0.63,0.26,0.63
Dean James,NED,"DF,FW",Go Ahead Eag,23,2000,5,1,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,3,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Victor Jensen,DEN,"MF,FW",Utrecht,23,2000,28,16,1475,16.4,7,3,10,7,0,0,2,0,6.1,6.1,1.5,7.5,29,42,91,0.43,0.18,0.61,0.43,0.61,0.37,0.09,0.46,0.37,0.46
Divaio Jhaïr-Bobson,NED,"DF,FW",Zwolle,19,2004,3,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Darius Johnson,GRN,"FW,MF",Volendam,23,2000,25,14,1197,13.3,1,2,3,1,0,0,2,0,1.4,1.4,1.9,3.3,35,18,97,0.08,0.15,0.23,0.08,0.23,0.11,0.15,0.25,0.11,0.25
Miliano Jonathans,NED,"MF,FW",Vitesse,19,2004,6,0,92,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,7,5,7,0.00,0.00,0.00,0.00,0.00,0.35,0.05,0.40,0.35,0.40
Luuk de Jong,NED,FW,PSV Eindhoven,32,1990,34,34,2754,30.6,29,15,44,23,6,8,3,0,27.8,21.5,9.8,31.3,12,61,224,0.95,0.49,1.44,0.75,1.24,0.91,0.32,1.23,0.70,1.02
Mauro Júnior,BRA,"MF,DF",PSV Eindhoven,24,1999,16,9,873,9.7,1,0,1,1,0,0,0,0,0.6,0.6,0.9,1.4,22,44,69,0.10,0.00,0.10,0.10,0.10,0.06,0.09,0.15,0.06,0.15
Ibrahim El Kadiri,NED,FW,Volendam,21,2002,4,0,79,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,7,4,10,0.00,0.00,0.00,0.00,0.00,0.15,0.17,0.33,0.15,0.33
Jochem van de Kamp,NED,"DF,MF",Almere City,19,2003,30,24,1898,21.1,2,1,3,2,0,0,1,0,1.9,1.9,2.0,3.9,18,80,76,0.09,0.05,0.14,0.09,0.14,0.09,0.10,0.19,0.09,0.19
Ahmetcan Kaplan,TUR,DF,Ajax,20,2003,11,10,944,10.5,0,1,1,0,0,0,3,1,0.4,0.4,0.2,0.6,8,48,3,0.00,0.10,0.10,0.00,0.10,0.04,0.02,0.06,0.04,0.06
Safouane Karim,NED,"MF,FW",Volendam,19,2004,10,0,238,2.6,0,0,0,0,0,0,3,1,0.2,0.2,0.1,0.3,7,9,14,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11
Daniel Karlsbakk,NOR,"FW,MF",Heerenveen,20,2003,16,0,295,3.3,1,0,1,1,0,0,0,0,1.6,1.6,0.1,1.7,7,1,22,0.31,0.00,0.31,0.31,0.31,0.49,0.03,0.52,0.49,0.52
Souffian El Karouani,MAR,DF,Utrecht,22,2000,29,26,2448,27.2,0,3,3,0,0,0,4,0,0.5,0.5,4.1,4.7,64,106,170,0.00,0.11,0.11,0.00,0.11,0.02,0.15,0.17,0.02,0.17
Denso Kasius,NED,DF,AZ Alkmaar,20,2002,16,3,453,5.0,0,1,1,0,0,0,0,1,0.4,0.4,0.5,0.9,20,20,40,0.00,0.20,0.20,0.00,0.20,0.08,0.09,0.18,0.08,0.18
Sam Kersten,NED,DF,Zwolle,25,1998,34,34,3060,34.0,0,2,2,0,0,0,3,0,0.5,0.5,2.0,2.4,29,115,9,0.00,0.06,0.06,0.00,0.06,0.01,0.06,0.07,0.01,0.07
Yann Kitala,EMT,FW,Almere City,25,1998,15,5,481,5.3,2,0,2,2,0,0,3,0,1.0,1.0,0.2,1.3,9,6,34,0.37,0.00,0.37,0.37,0.37,0.20,0.05,0.24,0.20,0.24
Joshua Kitolano,NOR,MF,Sparta R'dam,21,2001,24,24,2106,23.4,5,2,7,3,2,2,2,0,3.7,2.1,2.6,4.8,28,97,50,0.21,0.09,0.30,0.13,0.21,0.16,0.11,0.27,0.09,0.20
Mathias Kjølø,NOR,MF,Twente,22,2001,31,29,2235,24.8,1,0,1,1,0,0,3,0,0.4,0.4,1.6,2.0,20,155,24,0.04,0.00,0.04,0.04,0.04,0.02,0.07,0.08,0.02,0.08
Davy Klaassen,NED,MF,Ajax,30,1993,2,0,61,0.7,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,0,2,3,1.48,0.00,1.48,1.48,1.48,0.79,0.05,0.85,0.79,0.85
Sean Klaiber,SUR,DF,Utrecht,29,1994,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,13,7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Flip Klomp,NED,MF,Volendam,21,2001,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Mats Köhlert,GER,DF,Heerenveen,25,1998,33,33,2957,32.9,2,2,4,2,0,0,6,0,0.7,0.7,5.4,6.1,87,127,181,0.06,0.06,0.12,0.06,0.12,0.02,0.16,0.19,0.02,0.19
Luuk Koopmans,NED,GK,Fortuna Sittard,29,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Peer Koopmeiners,NED,MF,Almere City,23,2000,31,31,2771,30.8,0,9,9,0,0,0,7,1,0.6,0.6,5.7,6.4,18,144,38,0.00,0.29,0.29,0.00,0.29,0.02,0.19,0.21,0.02,0.21
Kacper Kozłowski,POL,"MF,FW",Vitesse,19,2003,30,27,2043,22.7,3,5,8,3,0,0,4,0,3.7,3.7,4.6,8.3,53,62,120,0.13,0.22,0.35,0.13,0.35,0.16,0.20,0.36,0.16,0.36
Joris Kramer,NED,DF,Go Ahead Eag,26,1996,30,29,2565,28.5,2,0,2,2,0,0,2,0,1.6,1.6,0.1,1.7,14,79,8,0.07,0.00,0.07,0.07,0.07,0.06,0.00,0.06,0.06,0.06
Michiel Kramer,NED,FW,RKC Waalwijk,34,1988,29,20,1823,20.3,8,0,8,4,4,4,4,0,9.7,6.6,0.8,7.3,7,27,60,0.39,0.00,0.39,0.20,0.20,0.48,0.04,0.52,0.32,0.36
Filip Krastev,BUL,MF,Zwolle,21,2001,14,10,902,10.0,2,1,3,2,0,0,2,0,1.5,1.5,1.1,2.6,35,58,34,0.20,0.10,0.30,0.20,0.30,0.15,0.11,0.26,0.15,0.26
Mohammed Kudus,GHA,"FW,MF",Ajax,22,2000,2,2,180,2.0,1,1,2,1,0,0,0,0,1.1,1.1,0.5,1.6,11,5,27,0.50,0.50,1.00,0.50,1.00,0.57,0.24,0.81,0.57,0.81
Bas Kuipers,NED,DF,Go Ahead Eag,28,1994,33,33,2950,32.8,5,4,9,5,0,0,6,0,3.9,3.9,4.6,8.4,71,120,187,0.15,0.12,0.27,0.15,0.27,0.12,0.14,0.26,0.12,0.26
Garang Kuol,AUS,"FW,MF",Volendam,18,2004,15,8,680,7.6,1,1,2,1,0,0,1,0,1.2,1.2,0.8,2.0,17,8,48,0.13,0.13,0.26,0.13,0.26,0.16,0.10,0.26,0.16,0.26
Dave Kwakman,NED,MF,AZ Alkmaar,18,2004,3,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,13,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Rajiv van La Parra,NED,"FW,MF",Almere City,32,1991,32,20,1799,20.0,2,1,3,2,0,0,1,0,4.1,4.1,1.1,5.2,55,36,171,0.10,0.05,0.15,0.10,0.15,0.21,0.05,0.26,0.21,0.26
Zakaria Labyad,MAR,"MF,FW",Utrecht,30,1993,9,4,278,3.1,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1.0,4,7,23,0.00,0.32,0.32,0.00,0.32,0.10,0.22,0.32,0.10,0.32
Mayckel Lahdo,SWE,FW,AZ Alkmaar,20,2002,15,10,769,8.5,3,4,7,3,0,0,0,0,1.2,1.2,1.1,2.3,39,21,105,0.35,0.47,0.82,0.35,0.82,0.14,0.12,0.27,0.14,0.27
Thomas Lam,FIN,DF,Zwolle,29,1993,31,31,2649,29.4,2,0,2,2,0,0,6,0,3.1,3.1,0.6,3.6,12,84,8,0.07,0.00,0.07,0.07,0.07,0.10,0.02,0.12,0.10,0.12
Sam Lammers,NED,FW,Utrecht,26,1997,18,18,1605,17.8,10,3,13,9,1,1,0,0,9.3,8.5,2.3,10.8,18,48,120,0.56,0.17,0.73,0.50,0.67,0.52,0.13,0.65,0.48,0.60
Lazaros Lamprou,GRE,"FW,MF",Excelsior,25,1997,28,20,1616,18.0,6,5,11,6,0,0,4,1,7.6,7.6,3.6,11.2,68,45,114,0.33,0.28,0.61,0.33,0.61,0.42,0.20,0.62,0.42,0.62
Tygo Land,NED,MF,PSV Eindhoven,17,2006,3,0,21,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,2,1,0.00,4.29,4.29,0.00,4.29,0.00,1.35,1.35,0.00,1.35
Noa Lang,NED,"FW,MF",PSV Eindhoven,24,1999,11,8,583,6.5,4,1,5,4,0,0,0,0,2.7,2.7,2.9,5.6,42,46,71,0.62,0.15,0.77,0.62,0.77,0.42,0.44,0.86,0.42,0.86
Tobias Lauritsen,NOR,FW,Sparta R'dam,25,1997,31,29,2485,27.6,12,9,21,9,3,3,2,0,12.9,10.6,3.8,14.3,14,75,147,0.43,0.33,0.76,0.33,0.65,0.47,0.14,0.60,0.38,0.52
Barry Lauwers,NED,GK,Volendam,23,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marko Lazetić,SRB,"FW,DF",Fortuna Sittard,19,2004,8,3,177,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.7,2,2,8,0.00,0.00,0.00,0.00,0.00,0.09,0.29,0.37,0.09,0.37
Luke Le Roux,RSA,MF,Volendam,23,2000,14,8,872,9.7,1,0,1,1,0,0,3,0,0.1,0.1,0.0,0.1,1,25,7,0.10,0.00,0.10,0.10,0.10,0.01,0.00,0.02,0.01,0.02
Richy Ledezma,USA,MF,PSV Eindhoven,22,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39
Kelvin Leerdam,SUR,DF,Heracles Almelo,33,1990,12,10,781,8.7,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,2,27,0,0.00,0.12,0.12,0.00,0.12,0.01,0.06,0.06,0.01,0.06
Yannick Leliendal,NED,DF,Utrecht,21,2002,8,6,496,5.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,6,17,16,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Julian Lelieveld,NED,DF,RKC Waalwijk,25,1997,34,29,2422,26.9,0,3,3,0,0,0,4,0,0.4,0.4,5.6,6.0,42,149,129,0.00,0.11,0.11,0.00,0.11,0.01,0.21,0.22,0.01,0.22
Isac Lidberg,SWE,FW,Utrecht,24,1998,20,11,943,10.5,4,3,7,4,0,0,1,0,4.1,4.1,1.2,5.2,14,7,66,0.38,0.29,0.67,0.38,0.67,0.39,0.11,0.50,0.39,0.50
Anthony Limbombe,BEL,FW,Almere City,29,1994,3,3,182,2.0,0,0,0,0,0,0,0,0,0.2,0.2,1.0,1.1,8,1,12,0.00,0.00,0.00,0.00,0.00,0.07,0.49,0.57,0.07,0.57
Bryan Limbombe,BEL,"FW,MF",Heracles Almelo,22,2001,31,20,1735,19.3,2,0,2,2,0,0,2,1,2.3,2.3,1.5,3.8,61,41,108,0.10,0.00,0.10,0.10,0.10,0.12,0.08,0.20,0.12,0.20
Ondřej Lingr,CZE,"MF,FW",Feyenoord,24,1998,20,0,340,3.8,3,1,4,3,0,0,0,0,3.7,3.7,1.2,4.9,10,18,28,0.79,0.26,1.06,0.79,1.06,0.97,0.32,1.30,0.97,1.30
Evert Linthorst,NED,MF,Go Ahead Eag,23,2000,31,30,2364,26.3,1,1,2,1,0,0,0,0,0.8,0.7,2.6,3.3,23,146,50,0.04,0.04,0.08,0.04,0.08,0.03,0.10,0.13,0.03,0.12
Enric Llansana,NED,"MF,DF",Go Ahead Eag,22,2001,27,10,1221,13.6,2,0,2,2,0,0,1,0,1.0,1.0,0.6,1.7,20,85,19,0.15,0.00,0.15,0.15,0.15,0.08,0.05,0.12,0.08,0.12
Loizos Loizou,CYP,"FW,MF",Heerenveen,20,2003,5,1,133,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,4,10,0.00,0.00,0.00,0.00,0.00,0.12,0.10,0.22,0.12,0.22
Chris Lokesa,BEL,"FW,MF",RKC Waalwijk,18,2004,31,23,2065,22.9,1,2,3,1,0,0,3,0,6.0,6.0,3.1,9.1,62,69,136,0.04,0.09,0.13,0.04,0.13,0.26,0.14,0.40,0.26,0.40
Justin Lonwijk,SUR,"FW,MF",Fortuna Sittard,23,1999,15,13,1024,11.4,3,2,5,2,1,1,3,0,3.1,2.4,1.5,3.8,13,31,49,0.26,0.18,0.44,0.18,0.35,0.28,0.13,0.41,0.21,0.34
Marcos López,PER,DF,Feyenoord,23,1999,12,4,465,5.2,0,1,1,0,0,0,1,0,0.3,0.3,1.3,1.5,17,44,23,0.00,0.19,0.19,0.00,0.19,0.05,0.25,0.30,0.05,0.30
Hirving Lozano,MEX,FW,PSV Eindhoven,28,1995,24,17,1536,17.1,6,3,9,6,0,0,2,0,9.1,9.1,5.0,14.0,84,65,227,0.35,0.18,0.53,0.35,0.53,0.53,0.29,0.82,0.53,0.82
Thierry Lutonda,BEL,DF,RKC Waalwijk,22,2000,13,7,722,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,6,21,29,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Christopher Mamengi,NED,"DF,FW",Almere City,22,2001,9,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Million Manhoef,NED,FW,Vitesse,21,2002,18,17,1459,16.2,4,0,4,4,0,0,0,1,2.8,2.8,1.7,4.5,78,43,123,0.25,0.00,0.25,0.25,0.25,0.18,0.10,0.28,0.18,0.28
Sivert Mannsverk,NOR,"MF,DF",Ajax,21,2002,13,12,886,9.8,0,0,0,0,0,0,4,0,0.4,0.4,0.3,0.7,14,56,7,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Richonell Margaret,NED,"FW,MF",RKC Waalwijk,22,2000,24,5,836,9.3,4,1,5,4,0,0,2,0,2.3,2.3,2.3,4.6,39,26,88,0.43,0.11,0.54,0.43,0.54,0.24,0.25,0.49,0.24,0.49
Nathan Markelo,CUW,DF,Fortuna Sittard,24,1999,3,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
Pedro David Rosendo Marques,POR,FW,NEC Nijmegen,25,1998,3,0,44,0.5,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,3,2,1,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44
Ar'jany Martha,NED,"DF,FW",Ajax,19,2003,9,8,699,7.8,0,1,1,0,0,0,0,0,0.1,0.1,1.4,1.5,29,37,51,0.00,0.13,0.13,0.00,0.13,0.01,0.19,0.19,0.01,0.19
Bruno Martins Indi,NED,DF,AZ Alkmaar,31,1992,14,7,759,8.4,1,2,3,1,0,0,3,0,0.9,0.9,2.1,3.0,22,68,5,0.12,0.24,0.36,0.12,0.36,0.11,0.25,0.36,0.11,0.36
Faiz Mattoir,COM,"FW,MF",Almere City,23,2000,4,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Magnus Mattsson,DEN,MF,NEC Nijmegen,24,1999,19,19,1710,19.0,11,4,15,9,2,2,1,0,7.4,5.8,2.7,8.6,25,69,88,0.58,0.21,0.79,0.47,0.68,0.39,0.14,0.53,0.31,0.45
Myron Mau-Asam,NED,MF,Volendam,19,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
